#Entry,Positiv,Negativ,Strong,Weak
A,,,,
EVENT#3,,,,
EVENTUAL,,,,
EVER#1,,,,
EVER#2,,,,
EVER#3,,,Strong,
EVERLASTING,Positiv,,Strong,
EVERY,,,Strong,
EVERYBODY,,,,
EVERYDAY,,,,
EVERYONE,,,,
EVERYTHING,,,,
EVERYWHERE,,,,
EVICT,,Negativ,,
EVIDENCE#1,,,Strong,
EVIDENCE#2,,,Strong,
EVIDENT,,,,
EVIDENTLY,,,,
EVIL#1,,Negativ,,
EVIL#2,,Negativ,,
EVOKE,,,,
EVOLUTION,,,,
EVOLUTIONARY,,,,
EVOLVE,,,,
EXACT#1,Positiv,,,
EXACT#2,Positiv,,,
EXACT#3,,,Strong,
EXACT#4,,,Strong,
EXAGGERATE,,,,
EXAGGERATION,,Negativ,,
EXALT,Positiv,,,
EXAM,,,,
EXAMINATION,,,,
EXAMINE,,,,
EXAMINER,,,,
EXAMPLE,,,,
EXASPERATE,,Negativ,,
EXASPERATION,,Negativ,,
EXCEED,,,Strong,
EXCEL,Positiv,,Strong,
EXCELLENCE,Positiv,,,
EXCELLENT,Positiv,,,
EXCEPT,,,,
EXCEPTION#1,,,,
EXCEPTION#2,,Negativ,,
EXCEPTIONAL,,,,
EXCERPT,,,,
EXCESS,,Negativ,,
EXCESSIVE,,Negativ,,
EXCHANGE#1,,,,
EXCHANGE#2,,,,
EXCHEQUER,,,,
EXCITE#1,Positiv,,,
EXCITE#2,Positiv,,,
EXCITED#1,,,,
EXCITED#2,Positiv,,,
EXCITEDNESS,Positiv,,,
EXCITEMENT,Positiv,,,
EXCLAIM,,,,
EXCLAMATION,,,,
EXCLUDE,,Negativ,Strong,
EXCLUSION,,Negativ,Strong,
EXCLUSIVE,,,Strong,
EXCLUSIVENESS,,,,
EXCOMMUNICATION,,Negativ,,
EXCUSE#1,,,,Weak
EXCUSE#2,,,Strong,
EXECUTE,,Negativ,,
EXECUTION,,,Strong,
EXECUTIVE,,,Strong,
EXEMPLARY,,,,
EXEMPT,,Negativ,,
EXERCISE#1,,,Strong,
EXERCISE#2,,,Strong,
EXERT,,,Strong,
EXERTION,Positiv,,,
EXHAUST,,Negativ,,
EXHAUSTION,,Negativ,,
EXHIBIT#1,,,,
EXHIBIT#2,,,,
EXHIBITION,,,,
EXHILARATION,Positiv,,,
EXIGENCY,,,,
EXILE,,Negativ,,
EXIST#1,,,,
EXIST#2,,,,
EXISTENCE,,,,
EXIT,,Negativ,,
EXOTIC,Positiv,,,
EXPAND#1,,,Strong,
EXPAND#2,,,Strong,
EXPANSE,,,Strong,
EXPANSION,,,Strong,
EXPECT#1,,,,
EXPECT#2,,,,
EXPECTATION,,,,
EXPEDIENCY,,,,
EXPEDIENT,,Negativ,,
EXPEDITE,,,,
EXPEDITION,,,,
EXPEL,,Negativ,,
EXPELL,,,,
EXPEND,,,,
EXPENDITURE,,,,
EXPENSE#1,,Negativ,,
EXPENSE#2,,Negativ,,
EXPENSIVE,,Negativ,,
EXPERIENCE#1,Positiv,,Strong,
EXPERIENCE#2,,,,
EXPERIENCE#3,Positiv,,Strong,
EXPERIENCER,,,,
EXPERIENTIAL,,,,
EXPERIMENT#1,,,,
EXPERIMENT#2,,,,
EXPERIMENTAL,,,,
EXPERIMENTER,,,,
EXPERT#1,Positiv,,Strong,
EXPERT#2,Positiv,,Strong,
EXPIRATION,,,,
EXPIRE,,,,Weak
EXPLAIN,,,,
EXPLANATION,,,,
EXPLICIT,,,,
EXPLODE,,Negativ,,
EXPLOIT#1,,,Strong,
EXPLOIT#2,,Negativ,Strong,
EXPLORATION,,,,
EXPLORATORY,,,,
EXPLORE,,,,
EXPLORER,,,,
EXPLOSION,,Negativ,Strong,
EXPLOSIVE,,Negativ,Strong,
EXPORT,,,,
EXPORTATION,,,,
EXPORTER,,,,
EXPOSE,,Negativ,,
EXPRESS,,,,
EXPRESSION#1,,,,
EXPRESSION#2,,,,
EXPRESSIVE,,,,
EXPULSION,,,,
EXQUISITE,Positiv,,,
EXTEND#1,,,Strong,
EXTEND#2,,,,
EXTEND#3,,,,
EXTENSION,,,Strong,
EXTENSIVE,,,Strong,
EXTENT,,,,
EXTERMINATE,,Negativ,,
EXTERMINATION,,Negativ,,
EXTERNAL,,,,
EXTINCT,,Negativ,,
EXTINGUISH,,Negativ,Strong,
EXTOL,Positiv,,,
EXTRA,,,,
EXTRAORDINARY,Positiv,,,
EXTRAPOLATE,,,,
EXTRAPOLATION,,,,
EXTRAVAGANCE,Positiv,,,
EXTRAVAGANT,,Negativ,,
EXTREME#1,,,Strong,
EXTREME#2,,,Strong,
EXTREME#3,,,,
EXUBERANCE,Positiv,,,
EXUBERANT,Positiv,,,
EXULT,Positiv,,,
EXULTATION,Positiv,,,
EYE#1,,,,
EYE#2,,,,
EYE#3,Positiv,,,
EYE#4,,,,
EYE#5,,,,
EYE#6,,,,
EYEBROW,,,,
EYELID,,,,
FABRIC,,,,
FABRICATE,,Negativ,,
FABRICATION,,Negativ,,
FABULOUS,Positiv,,,
FACE#1,,,,
FACE#2,,,Strong,
FACE#3,,,,
FACE#4,,,,
FACE#5,,,,
FACIAL,,,,
FACILITATE,Positiv,,Strong,
FACILITY,,,Strong,
FACT#1,,,,
FACT#2,,,,
FACT#3,,,,
FACTION,,,,
FACTOR,,,,
FACTORY,,,,
FACTUAL,Positiv,,,
FACULTY#1,,,,
FACULTY#2,,,Strong,
FADE#1,,,,
FADE#2,,,,
FAIL#1,,Negativ,,Weak
FAIL#2,,Negativ,,Weak
FAIL#3,,Negativ,,Weak
FAIL#4,,Negativ,,Weak
FAILURE,,Negativ,,Weak
FAINT,,Negativ,,Weak
FAIR#1,Positiv,,,
FAIR#2,,,,
FAIR#3,,,,
FAIR#4,Positiv,,,
FAIR#5,Positiv,,,
FAIRNESS,Positiv,,,
FAITH#1,Positiv,,,
FAITH#2,Positiv,,,
FAITHFUL,Positiv,,,
FAITHFULNESS,Positiv,,,
FAKE,,Negativ,,
FALL#1,,,,Weak
FALL#2,,,,
FALL#3,,,,
FALL#4,,,,
FALL#5,,,,Weak
FALL#6,,,,Weak
FALL#7,,Negativ,,Weak
FALL#8,,,,Weak
FALL#9,,,,
FALLACY,,Negativ,,
FALLEN#1,,,,
FALLOUT,,Negativ,,
0,,Negativ,,
FALSEHOOD,,Negativ,,
FALTER,,Negativ,,Weak
FAME,Positiv,,,
FAMILIAR,Positiv,,,
FAMILIARITY,Positiv,,,
FAMILIARIZE,Positiv,,,
FAMILY,,,,
FAMINE,,Negativ,,Weak
FAMISHED,,Negativ,,
FAMOUS,Positiv,,,
FAN#1,,,,
FAN#2,,,,
FAN#3,,,,
FANATIC,,Negativ,,
FANATICAL,,Negativ,,
FANCY,Positiv,,,
FANTASTIC,Positiv,,,
FANTASY,Positiv,,,
FAR#1,,,,
FAR#2,,,,
FAR#3,,,,
FAR#4,,,,
FAR-REACHING,,,,
FARCE,,Negativ,,
FARE#1,,,,
FARE#2,,,,
FAREWELL,,,,
FARM#1,,,,
FARM#2,,,,
FARM#3,,,,
FARMER,,,,
FARSIGHTED,Positiv,,,
FARTHER,,,,
FASCINATE#1,,,,
FASCINATE#2,,,,
FASCINATION,Positiv,,,
FASCIST,,Negativ,,
FASHION,,,,
FASHIONABLE,Positiv,,,
FAST#1,,,Strong,
FAST#2,,,Strong,
FAST#3,,,Strong,
FAST#4,,,,
FAST#5,,,Strong,
FAST#6,,,Strong,
FASTEN,,,,
FAT#1,,Negativ,,
FAT#2,,Negativ,,
FAT#3,,Negativ,,
FATAL,,Negativ,,
FATALISTIC,,Negativ,,
FATE,,,Strong,
FATHER,,,Strong,
FATHOM#1,,,Strong,
FATHOM#2,,,Strong,
FATIGUE,,Negativ,,Weak
FAULT,,Negativ,,Weak
FAVOR#1,Positiv,,,
FAVOR#2,Positiv,,,
FAVOR#3,Positiv,,,
FAVOR#4,Positiv,,,
FAVOR#5,Positiv,,,
FAVORABLE,Positiv,,,
FAVORITE,Positiv,,,
FAVOUR#1,,,,
FAVOURABLE#1,,,,
FAVOURITE#1,,,,
FEAR#1,,Negativ,,Weak
FEAR#2,,Negativ,,Weak
FEAR#3,,Negativ,Strong,
FEARFUL,,Negativ,,Weak
FEARLESS,Positiv,,Strong,
FEARSOME,,Negativ,,
FEASIBLE,Positiv,,Strong,
FEAST#1,Positiv,,,
FEAST#2,Positiv,,,
FEATHER#1,,,,
FEATHER#2,,,,
FEATHER#3,,,,
FEATURE#1,,,,
FEATURE#2,,,,
FEBRUARY,,,,
FED#1,,,,
FED#2,,Negativ,,
FEDERAL,,,,
FEDERATE,,,,
FEDERATION,,,Strong,
FEE,,,,
FEEBLE,,Negativ,,Weak
FEED#1,,,Strong,
FEED#2,,,,
FEED#3,,,,
FEED#4,,,,
FEEL#1,,,,
FEEL#2,,,,
FEEL#3,,,,
FEELER,,,,
FEET#1,,,,
FEET#2,,,,
FEIGN,,Negativ,,
FEINT,,Negativ,,
FELL#1,,,,
FELL#2,,,,
FELL#3,,,,
FELL#4,,,,
FELL#5,,,,
FELL#6,,,,
FELLOW#1,,,,
FELLOW#2,Positiv,,,
FELLOWSHIP,Positiv,,Strong,
FELT#1,,,,
FEMALE,,,,
FEMININE,,,,Weak
FENCE#1,,,,
FENCE#2,,,Strong,
FENCE#3,,,,
FEROCIOUS,,Negativ,,
FEROCITY,,Negativ,,
FERTILE,Positiv,,,
FERTILISER#1,,,,
FERTILIZER,,,,
FERVENT,Positiv,,Strong,
FERVENTLY,,,,
FERVOR,Positiv,,Strong,
FESTIVAL,Positiv,,,
FESTIVE,Positiv,,,
FESTIVITY,Positiv,,,
FETCH,,,,
FEUD,,Negativ,,
FEUDAL,,Negativ,,
FEUDALISM,,,,
FEVER,,Negativ,,Weak
FEVERISH,,Negativ,,Weak
FEW#1,,,,Weak
FEW#2,,,,Weak
FEW#3,,,Strong,
FEW#4,,,,Weak
FEW#5,,,,Weak
FIASCO,,Negativ,,Weak
FIBER,,,,
FIBERGLAS,,,,
FIBRE#1,,,,
FIBREGLASS#1,,,,
FICKLE,,Negativ,,Weak
FICTION,,,,
FIDELITY,Positiv,,,
FIDGET,,Negativ,,Weak
FIELD#1,,,,
FIELD#2,,,,
FIEND,,Negativ,,
FIERCE,,Negativ,,
FIERY,Positiv,,Strong,
FIFTEEN,,,,
FIFTEENTH,,,,
FIFTH#1,,,,
FIFTIETH#1,,,,
FIFTY,,,,
FIG,,,,
FIGHT#1,,Negativ,Strong,
FIGHT#2,,Negativ,Strong,
FIGHT#3,,Negativ,Strong,
FIGHT#4,,,,
FIGHTER,,Negativ,Strong,
FIGURE#1,,,,
FIGURE#2,,,,
FIGURE#3,,,,
FIGURE#4,,,,
FIGURE#5,,,,
FILE#1,,,,
FILE#2,,,,
FILIAL,Positiv,,,
FILL#1,,,Strong,
FILL#2,,,Strong,
FILL#3,,,,
FILL#4,Positiv,,,
FILL#5,,,,
FILL#6,,,,
FILLY,,,,
FILM#1,,,,
FILM#2,,,,
FILTH,,Negativ,,
FILTHY,,Negativ,,
FINAL#1,,,Strong,
FINAL#2,,,Strong,
FINANCE#1,,,Strong,
FINANCE#2,,,Strong,
FINANCIAL,,,,
FIND#1,,,,
FIND#2,,,,
FINE#1,Positiv,,,
FINE#2,Positiv,,,
FINE#3,Positiv,,,
FINE#4,Positiv,,,
FINE#5,Positiv,,,
FINE#6,,Negativ,,
FINE#7,,Negativ,Strong,
FINGER#1,,,,
FINGER#2,,,,
FINISH#1,,,,
FINISH#2,,,,
FINISH#3,,,,
FINISH#4,,,,
FIRE#1,,Negativ,Strong,
FIRE#2,,Negativ,Strong,
FIRE#3,,Negativ,,
FIRE#4,,,,
FIRE#5,,,,
FIRE#6,,,,
FIRE#7,,,,
FIRM#1,,,,
FIRM#2,,,Strong,
FIRM#3,,,Strong,
FIRM#4,,,Strong,
FIRM#5,,,Strong,
FIRMNESS,Positiv,,Strong,
FIRST#1,,,,
FIRST#2,,,,
FIRST#3,,,,
FIRST#4,,,,
FIRST#5,,,,
FIRST#6,,,,
FISCAL,,,,
FISH#1,,,,
FISH#2,,,,
FISH#3,,,,
FISSION,,,,
FIST,,Negativ,Strong,
FIT#1,,,,
FIT#2,Positiv,,,
FIT#3,,,,
FIT#4,,,,
FIT#5,Positiv,,,
FIT#6,,,,
FITNESS,Positiv,,Strong,
FIVE,,,,
FIX#1,,,Strong,
FIX#2,,,,
FIX#3,,,,
FIX#4,,,,
FIX#5,,Negativ,,
FIX#6,,,,
FIX#7,,,,
FIXATE,,,,
FLAG,,,,
FLAGRANT,,Negativ,,
FLAIR,Positiv,,Strong,
FLAME,,,,
FLASH#1,,,,
FLASH#2,,,,
FLASHLIGHT,,,,
FLASHY,Positiv,,,
FLAT,,,,
FLATNESS,,,,
FLATTER,Positiv,,,Weak
FLATTERY,Positiv,,,Weak
FLAUNT,Positiv,,,
FLAVOR#1,,,,
FLAVOR#2,,,,
FLAVOUR#1,,,,
FLAW,,Negativ,,Weak
FLAWLESS,Positiv,,,
FLED,,Negativ,,Weak
FLEE,,Negativ,,Weak
FLEET,,,Strong,
FLEETING,,Negativ,,
FLESH,,,,
FLEW,,,Strong,
FLEXIBLE,Positiv,,,
FLIGHT,,,,
FLIMSY,,Negativ,,Weak
FLINT,,,,
FLIRT,Positiv,,,
FLOAT,,,,
FLOOD#1,,,Strong,
FLOOD#2,,,Strong,
FLOOR#1,,,,
FLOOR#2,,,,
FLOOR#3,,,Strong,
FLOOR#4,,,,
FLOOR#5,,Negativ,Strong,
FLORIDA,,,,
FLOUNDER,,Negativ,,Weak
FLOURISH,Positiv,,Strong,
FLOW#1,,,,
FLOW#2,,,,
FLOW#3,,,,
FLOWER#1,,,,
FLOWER#2,,,,
FLOWER#3,,,,
FLOWER#4,,,,
FLOWN,,,,
FLU,,,,
FLUCTUATE,,,,
FLUENT,Positiv,,,
FLUID,,,,
FLUNG,,,,
FLUX,,,,
FLY#1,,,,
FLY#2,,,Strong,
FLY#3,,,,
FLY#4,,,Strong,
FLYER,,,,
FOAM#1,,,,
FOAM#2,,,,
FOCAL,,,Strong,
FOCUS#1,,,,
FOCUS#2,,,,
FOE,,Negativ,,
FOG,,,,
FOGGY,,,,
FOIBLE,,Negativ,,Weak
FOLD,,,,
FOLDER,,,,
FOLK#1,,,,
FOLK#2,,,,
FOLK#3,,,,
FOLKLORE,,,,
FOLKSY,,,,
FOLKTALES,,,,
FOLLOW#1,,,,Weak
FOLLOW#2,,,,
FOLLOW#3,,,,
FOLLOW#4,,,,
FOLLOW#5,,,,
FOLLOW#6,,,,
FOLLOW#7,,,,
FOLLOWER,,,,
FOND#1,Positiv,,,
FOND#2,Positiv,,,
FOND#3,Positiv,,,
FOND#4,Positiv,,,
FOND#5,Positiv,,,
FOND#6,Positiv,,,
FOND#7,Positiv,,,
FONDNESS,Positiv,,,
FOOD,,,,
FOOL#1,,Negativ,,Weak
FOOL#2,,Negativ,,
FOOL#3,,,,
FOOLISH,,Negativ,,Weak
FOOLISHNESS,,Negativ,,Weak
FOOT#1,,,,
FOOT#2,,,,
FOOT#3,,,,
FOOT#4,,,,
FOOT#5,,,,
FOOTBALL,,,,
FOR,,,,
FORBID,,Negativ,Strong,
FORBIDDEN,,Negativ,,
FORCE#1,,,Strong,
FORCE#2,,,Strong,
FORCE#3,,Negativ,Strong,
FORCE#4,,,Strong,
FORCE#5,,Negativ,Strong,
FORCE#6,,Negativ,,
FORCEFUL,,,,
FOREBODING,,Negativ,,
FORECAST#1,,,,
FORECAST#2,,,,
FOREGOING,,,,
FOREHEAD,,,,
FOREIGN#1,,,,
FOREIGN#2,,Negativ,,
FOREMOST,Positiv,,Strong,
FORERUNNER,,,,
FORESEE,,,,
FORESEEABLE,,,,
FORESIGHT,Positiv,,Strong,
FOREST,,,,
FORESTRY,,,,
FOREVER,,,Strong,
FORFEIT,,Negativ,,Weak
FORGAVE,Positiv,,,
FORGET,,,,Weak
FORGETFULNESS,,Negativ,,
FORGIVE,Positiv,,,
FORGIVEN,Positiv,,,
FORGIVENESS,Positiv,,,
FORGOT,,,,Weak
FORGOTTEN#1,,,,Weak
FORGOTTEN#2,,,,Weak
FORK,,,,
FORLORN,,Negativ,,Weak
FORM#1,,,,
FORM#2,,,,
FORM#3,,,,
FORMAL,,,,
FORMALITY,Positiv,,,
FORMATION,,,Strong,
FORMER#1,,,,
FORMER#2,,,,
FORMER#3,,,,
FORMIDABLE,,Negativ,Strong,
FORMULA,,,,
FORMULATE#1,,,,
FORMULATE#2,,,,
FORSAKE,,Negativ,,Weak
FORT,,,Strong,
FORTH#1,,,,
FORTH#2,,,,
FORTH#3,,,,
FORTHCOMING,,,,
FORTHWITH,,,,
FORTIFICATION,,,,
FORTIFY,Positiv,,Strong,
FORTITUDE,Positiv,,Strong,
FORTUNATE,Positiv,,,
FORTUNE#1,,,Strong,
FORTUNE#2,,,Strong,
FORTUNE#3,,,,
FORTY,,,,
FORUM,,,,
FORWARD#1,Positiv,,,
FORWARD#2,,,,
FORWARD#3,,,,
FORWARDNESS,,,,
FOSSILIZE,,,,
FOSTER,Positiv,,,
FOUGHT,,Negativ,Strong,
FOUND#1,,,,
FOUND#2,,,Strong,
FOUND#3,,,Strong,
FOUNDATION,,,Strong,
FOUNDER#1,,,Strong,
FOUNDER#2,,Negativ,,Weak
FOUR,,,,
FOURTEEN,,,,
FOURTH#1,,,,
FOX#1,,,,
FOX#2,,,,
FRACTION,,,,
FRACTURE,,Negativ,,Weak
FRAGILE,,Negativ,,Weak
FRAGRANT,Positiv,,,
FRAIL,,,,Weak
FRAME#1,,,Strong,
FRAME#2,,,Strong,
FRAMEWORK,,,,
FRANCE,,,,
FRANCHISE,,,,
FRANCISCO,,,,
FRANK,Positiv,,,
FRANTIC,,Negativ,,Weak
FRANTICALLY,,Negativ,,
FRATERNAL,,,,
FRATERNITY,,,,
FRAUD,,Negativ,,Weak
FRAUDULENT,,Negativ,,Weak
FRAUGHT,,Negativ,,
FREAK,,Negativ,,
FREE#1,Positiv,,Strong,
FREE#2,Positiv,,Strong,
FREE#3,Positiv,,Strong,
FREE#4,Positiv,,Strong,
FREE#5,Positiv,,Strong,
FREEDOM,Positiv,,,
FREEZE,,,,
FREIGHT,,,,
FRENCH,,,,
FREQUENCY,,,,
FREQUENT#1,,,,
FREQUENT#2,,,,
FREQUENT#3,,,,
FRESH,Positiv,,,
FRESHMAN,,,,
FRESHMEN,,,,
FRET,,Negativ,,Weak
FRETFUL,,Negativ,,Weak
FRICTION,,,,
FRIDAY,,,,
FRIEND,Positiv,,,
FRIENDLINESS,,,,
FRIENDLY,Positiv,,,
FRIENDSHIP,Positiv,,,
FRIGHT,,,,
FRIGHTEN#1,,Negativ,,
FRIGHTEN#2,,Negativ,,
FRIGHTEN#3,,Negativ,,
FRIGHTFUL,,Negativ,,
FRIGID,,Negativ,,
FRINGE,,,,
FRIVOLOUS,,Negativ,,
FROG,,,,
FROLIC,Positiv,,,
FROM,,,,
FRONT#1,,,,
FRONT#2,,,,
FRONT#3,,Negativ,,
FRONT#4,,,,
FRONTIER,,,,
FROWN#1,,Negativ,,
FROWN#2,,Negativ,,
FROZEN,,,,
FRUGAL,Positiv,,,
FRUGALITY,,,,
FRUIT,,,,
FRUITFUL,Positiv,,Strong,
FRUITION,Positiv,,,
FRUITLESS,,Negativ,,Weak
FRUSTRATE#1,,Negativ,Strong,
FRUSTRATE#2,,Negativ,,
FRUSTRATE#3,,Negativ,,
FRUSTRATION,,Negativ,,
FRY#1,,,,
FRY#2,,,,
FUCK,,,Strong,
FUEL,,,,
FUGITIVE,,Negativ,,
FULFIL#1,,,,
FULFILL,Positiv,,Strong,
FULFILLMENT,Positiv,,Strong,
FULFILMENT#1,,,,
FULL#1,,,Strong,
FULL#2,,,Strong,
FULL#3,,,Strong,
FULL#4,,,Strong,
FULL#5,,,,
FULL-TIME,,,,
FULLEST,,,,
FULLNESS,Positiv,,,
FUMBLE,,Negativ,,Weak
FUME#1,,,,
FUME#2,,,,
FUN#1,Positiv,,,
FUN#2,,Negativ,,
FUNCTION#1,,,Strong,
FUNCTION#2,,,,
FUNCTION#3,,,,
FUNCTION#4,,,Strong,
FUNCTIONAL,,,,
FUND#1,,,,
FUND#2,,,,
FUND#3,,,,
FUNDAMENTAL,,,Strong,
FUNERAL,,,,
FUNNY#1,Positiv,,,
FUNNY#2,Positiv,,,
FUNNY#3,Positiv,,,
FUR,,,,
FURIOUS,,Negativ,,
FURNACE,,,,
FURNISH,,,,
FURNITURE,,,,
FURTHER#1,,,Strong,
FURTHER#2,,,,
FURTHER#3,,,Strong,
FURTHER#4,,,,
FURTHERMORE,,,,
FURY,,Negativ,,
FUSS,,Negativ,,Weak
FUSSY,,Negativ,,
FUTILE,,,,
FUTILITY,,Negativ,,Weak
FUTURE,,,,
FUZZY,,,,
GABON,,,,
GAIETY,Positiv,,,
GAILY,Positiv,,,
GAIN#1,Positiv,,Strong,
GAIN#2,Positiv,,Strong,
GAINER,,,,
GAIT,,,,
GALL,,Negativ,Strong,
GALLANT,Positiv,,Strong,
GALLANTRY,Positiv,,,
GALLERY,,,,
GALLEY,,,,
GALLON,,,,
GAMBIA,,,,
GAMBLE#1,,Negativ,,
GAMBLE#2,,Negativ,,
GAME#1,,,,
GAME#2,,,,
GAME#3,Positiv,,Strong,
GAME#4,,,,
GANG,,,Strong,
GAPE,,,,
GARAGE,,,,
GARDEN#1,,,,
GARDEN#2,,,,
GARDENER,,,,
GARMENT,,,,
GARNISH,Positiv,,,
GARRISON,,,,
GAS#1,,,,
GAS#2,,,,
GASH,,Negativ,,
GASKET,,,,
GASOLINE,,,,
GASP#1,,,,
GASP#2,,,,
GATE,,,,
GATHER#1,,,,
GATHER#2,,,,
GAUDY,,Negativ,,
GAUGE#1,,,,
GAUGE#2,,,,
GAVE#1,,,,
GAY,Positiv,,,
GAZE#1,,,,
GAZE#2,,,,
GAZETTE,,,,
GEAR,,,,
GENERAL#1,,,,
GENERAL#2,,,,
GENERAL#3,,,Strong,
GENERALISE#1,,,,
GENERALITY,,,,
GENERALIZATION,,,,
GENERALIZE,,,,
GENERATE,Positiv,,,
GENERATION,,,,
GENEROSITY,Positiv,,,
GENEROUS,Positiv,,,
GENETIC,,,,
GENEVA,,,,
GENIAL,Positiv,,,
GENIUS,Positiv,,Strong,
GENTLE,Positiv,,,Weak
GENTLEMAN,,,,
GENTLEMEN,,,,
GENUINE,Positiv,,,
GEOGRAPGHY,,,,
GEOGRAPHIC,,,,
GEOGRAPHICAL,,,,
GEOMETRY,,,,
GEORGIA,,,,
GERM,,Negativ,,
GERMAN,,,,
GERMANY,,,,
GESTURE#1,,,,
GESTURE#2,,,,
GET#1,,,,
GET#2,,,,
GET#3,,,,
GET#4,,,,
GET#5,,Negativ,Strong,
GET#6,,,,
GET#7,,,,
GET#8,,,,
GET#9,,,,
GET#_10,,,,
GHANA,,,,
GHASTLY,,Negativ,,
GHETTO,,Negativ,,
GHOST,,,,
GIANT#1,,,Strong,
GIANT#2,,,Strong,
GIANT#3,,,,
GIDDY,Positiv,,,
GIFT,Positiv,,,
GIFTED,Positiv,,Strong,
GIGANTIC,,,Strong,
GIN,,,,
GINGER,,,,
GINGERLY,,,,Weak
GIRL,,,,
GIVE#1,Positiv,,,
GIVE#2,,,,Weak
GIVE#3,,,,Weak
GIVE#4,Positiv,,,
GIVE#5,,,,
GIVE#6,,,,
GIVE#7,,,,
GIVEN#1,,,,
GIVER,,,,
GLAD#1,Positiv,,,
GLAD#2,Positiv,,,
GLADDEN,Positiv,,,
GLADNESS,Positiv,,,
GLAMOROUS,Positiv,,,
GLAMOUR,Positiv,,,
GLANCE#1,,,,
GLANCE#2,,,,
GLAND,,,,
GLARE,,Negativ,Strong,
GLASS,,,,
GLEAM#1,Positiv,,,
GLEAM#2,Positiv,,,
GLEAN,Positiv,,,
GLEE,Positiv,,,
GLEN,,,,
GLIMMER,Positiv,,Strong,
GLIMPSE#1,,,,
GLIMPSE#2,,,,
GLISTEN#1,Positiv,,,
GLISTEN#2,Positiv,,,
GLITTER#1,Positiv,,,
GLITTER#2,Positiv,,,
GLOAT,,Negativ,Strong,
GLOBAL,,,,
GLOBE,,,,
GLOOM,,Negativ,,
GLOOMY,,Negativ,,
GLORIFY,Positiv,,Strong,
GLORIOUS,Positiv,,,
GLORY,Positiv,,,
GLOSSY,Positiv,,,
GLOVE,,,,
GLOW#1,Positiv,,,
GLOW#2,Positiv,,,
GLUE,,,,
GLUM,,Negativ,,
GO#1,,,,
GO#2,,,Strong,
GO#3,,,,
GO#4,,,,
GO#5,,,,
GO#6,,,Strong,
GO#7,,,,
GO#8,,,,
GOAL,,,,
GOAT,,,,
GOD,,,Strong,
GODDAMN,,Negativ,,
GODDESS,,,Strong,
GODLIKE,Positiv,,Strong,
GODLINESS,Positiv,,Strong,
GOLD,Positiv,,,
GOLDEN,Positiv,,,
GONE#1,,,,
GONE#2,,,Strong,
GONE#3,,,,
GONE#4,,,,
GONE#5,,,,
GONE#6,,,,
GONE#7,,,,
GONE#8,,,,
GONE#9,,,,
GONNA,,,,
GOOD#1,Positiv,,,
GOOD#2,,,,
GOOD#3,,,,
GOOD#4,,,,
GOOD-BY,,,,
GOOD-WILL,,,,
GOODBYE,Positiv,,,
GOODNESS,Positiv,,,
GOODS,,,,
GOODWILL,,,,
GORGEOUS,Positiv,,,
GOSPEL,,,,
GOSSIP#1,,,,
GOSSIP#2,,,,
GOT#1,,,,
GOTTEN#1,,,,
GOVERN#1,,,Strong,
GOVERN#2,,,Strong,
GOVERNMENT,,,Strong,
GOVERNMENTAL,,,Strong,
GOVERNOR,,,Strong,
GRAB,,Negativ,,
GRACE,Positiv,,,
GRACEFUL,Positiv,,,
GRACIOUS,Positiv,,,
GRADE#1,,,,
GRADE#2,,,,
GRADE#3,,,,
GRADUAL,,,,
GRADUATE#1,,,,
GRADUATE#2,,,,
GRADUATE#3,,,,
GRADUATE#4,,,,
GRADUATE#5,,,,
GRADUATION,Positiv,,,
GRAIN,,,,
GRAMMAR,,,,
GRAND,Positiv,,Strong,
GRANDCHILD,,,,
GRANDCHILDREN,,,,
GRANDEUR,Positiv,,Strong,
GRANDFATHER,,,,
GRANDMA,,,,
GRANDMOTHER,,,,
GRANDPA,,,,
GRANNY,,,,
GRANT#1,,,,
GRANT#2,,,Strong,
GRANT#3,,,,
GRANULAR,,,,
GRAPE,,,,
GRAPPLE,,Negativ,Strong,
GRASP#1,,,Strong,
GRASP#2,,,Strong,
GRASS,,,,
GRATEFUL,Positiv,,,
GRATIFICATION,Positiv,,,
GRATIFY,Positiv,,,
GRATITUDE,Positiv,,,
GRATUITOUS,,Negativ,,
GRAVE#1,,Negativ,,
GRAVE#2,,Negativ,,
GRAVE#3,,Negativ,,
GRAVE#4,,Negativ,,
GRAVE#5,,Negativ,,
GRAVEST,,,,
GRAVITATE,,,,
GRAVITATIONAL,,,Strong,
GRAVITY,,,Strong,
GRAY,,,,
GREASE#1,,,,
GREASE#2,,,,
GREAT#1,Positiv,,Strong,
GREAT#2,Positiv,,Strong,
GREAT#3,Positiv,,Strong,
GREAT#4,,,,
GREAT#5,,,,
GREAT#6,,,,
GREATCOAT,,,,
GREATEST,,,,
GREATNESS,Positiv,,Strong,
GREECE,,,,
GREED,,,,
GREEK,,,,
GREEN,,,,
GREET#1,Positiv,,,
GREET#2,Positiv,,,
GRENADE,,,,
GREW#1,,,,
GREY,,,,
GRIEF,,Negativ,,Weak
GRIEVANCE,,Negativ,,
GRIEVE,,Negativ,,
GRIEVOUS,,,,
GRIM,,Negativ,,
GRIN#1,,,,
GRIN#2,,,,
GRIND#1,,,,
GRIND#2,,,Strong,
GRIP#1,,,Strong,
